StudyId,DateTimeStudyAdded,SystematicSearchId,SystematicSearchName,InvestigatorIds,InvestigatorNames,DateTimeOfScreenings,ScreeningDecisions,ScreeningStatus
dc27f67b-2d2c-47f5-b1ea-6438f7af6d9d,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
309e2435-a854-47f0-bbb8-fe8f5be7127c,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
ddb14cd3-e1aa-49c6-adaa-d5a7e7ed2d1f,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
38941892-cb4d-42fb-82f3-c4e71f14a00f,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
63398be5-a96b-44ec-8df6-f127f27b3b2a,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
65b5001f-9b7b-47aa-9fe7-d7f799bb53c7,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
d83ebf5e-c7f5-4509-a415-4b8ea9f7fdf0,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
450c10fb-4f98-4eaa-a1d5-ce27f5c24a27,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
2ec47f67-4a8c-4d87-be18-0f4e90cf5979,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
5e47f5b2-5557-4281-9399-e4389aeafc46,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
ec06d54b-c4a5-4c28-a71f-a5af910e5726,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
268c2ae7-8892-493f-a1b4-d2412a4b3362,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
92d84edb-d8f1-4c0e-9f66-09d3ef07d626,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
08fd0f0e-9cd3-4e44-a8d4-561dc7752953,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
d819a0af-ca66-43ac-a68b-c68b218562cf,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
5e6b0bc6-1aed-4ad9-bdd0-0cde4cff67b7,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
ca79c23d-a4d9-4518-8593-3b801e9c7801,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
dd46003d-3706-43e5-888c-27d407527d3f,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
b3671d1d-e35f-41e3-aa8a-c31fff1f1f02,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
4aaacb9f-ab1c-429e-96a0-1dbf281d22e4,2023-08-21 10:50:35,e8336267-2d0e-43e0-94d8-e0f0b513b58e,test2,,,,,InsufficientlyScreened
